filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 36C 5 01 m-25.csv,5,PSY106 clump 36C 5,Mito 4,Mito,Object,NA,0.213,NA,NA,NA,NA,NA,631.17,1030.92,763.83,136725.52,84.37,NA,NA,NA,NA,NA,39.14,57.13,1.11,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,6,PSY106 clump 36C 5,Mito 5,Mito,Object,NA,0.0321,NA,NA,NA,NA,NA,572.38,688.17,634.35,17127.48,29.5,NA,NA,NA,NA,NA,38.98,58.24,0.533,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,10,PSY106 clump 36C 5,Mito 9,Mito,Object,NA,0.311,NA,NA,NA,NA,NA,607.77,1259.06,874.59,228269.25,141.42,NA,NA,NA,NA,NA,36.83,56.68,1.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,15,PSY106 clump 36C 5,Mito 14,Mito,Object,NA,1.66,NA,NA,NA,NA,NA,441.91,1571.85,798.53,1114751.38,159.42,NA,NA,NA,NA,NA,34.33,55.76,2.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,18,PSY106 clump 36C 5,Mito 17,Mito,Object,NA,0.644,NA,NA,NA,NA,NA,444.08,1312.43,712.07,385228.09,180.16,NA,NA,NA,NA,NA,37.55,56.61,3.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,19,PSY106 clump 36C 5,Mito 18,Mito,Object,NA,0.193,NA,NA,NA,NA,NA,398.69,1263.96,777.59,125970.2,188.55,NA,NA,NA,NA,NA,39.42,57.44,2.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,20,PSY106 clump 36C 5,Mito 19,Mito,Object,NA,0.346,NA,NA,NA,NA,NA,456.39,1159.64,777.07,226126.09,159.58,NA,NA,NA,NA,NA,37.4,58.96,2.98,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,24,PSY106 clump 36C 5,Mito 23,Mito,Object,NA,1.09,NA,NA,NA,NA,NA,412.53,1157.21,757.91,696522.5,157.74,NA,NA,NA,NA,NA,38.88,58.58,2.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,211.39,266,1760,478.39,84930734,143.42,305.1,1571.85,586.5,104000000,102.56,1e-6,19479.57,513.46,91156384,747.74,NA,NA,NA,8,NA,436,782,582.67,103000000,42.48
PSY106 clump 36C 5 01 m-35.csv,7,PSY106 clump 36C 5,Mito 6,Mito,Object,NA,0.313,NA,NA,NA,NA,NA,590.4,1030.92,742.66,195319.03,86.21,NA,NA,NA,NA,NA,39.1,57.14,1.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,8,PSY106 clump 36C 5,Mito 7,Mito,Object,NA,0.0536,NA,NA,NA,NA,NA,572.38,688.17,637.34,28680.43,27.59,NA,NA,NA,NA,NA,38.97,58.25,0.513,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,11,PSY106 clump 36C 5,Mito 10,Mito,Object,NA,0.0286,NA,NA,NA,NA,NA,514.41,615.06,569.95,13678.82,26.87,NA,NA,NA,NA,NA,37.61,58.28,0.575,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,12,PSY106 clump 36C 5,Mito 11,Mito,Object,NA,1.15,NA,NA,NA,NA,NA,442.67,1312.43,761.01,735139.13,178.3,NA,NA,NA,NA,NA,37.29,56.63,2.83,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,16,PSY106 clump 36C 5,Mito 15,Mito,Object,NA,2.03,NA,NA,NA,NA,NA,436.16,1571.85,787.87,1344097.88,156.19,NA,NA,NA,NA,NA,34.33,55.78,2.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,20,PSY106 clump 36C 5,Mito 19,Mito,Object,NA,0.23,NA,NA,NA,NA,NA,398.69,1263.96,766.16,147868.13,183.71,NA,NA,NA,NA,NA,39.42,57.45,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,21,PSY106 clump 36C 5,Mito 20,Mito,Object,NA,0.393,NA,NA,NA,NA,NA,456.39,1159.64,766.77,253033.72,161.02,NA,NA,NA,NA,NA,37.4,58.96,2.98,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,25,PSY106 clump 36C 5,Mito 24,Mito,Object,NA,1.27,NA,NA,NA,NA,NA,385.23,1157.21,749.65,799876.63,157.78,NA,NA,NA,NA,NA,38.87,58.59,2.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,211.39,266,1760,478.39,84930734,143.42,305.1,1571.85,586.5,104000000,102.56,1e-6,19479.57,513.46,91156384,747.74,NA,NA,NA,7,NA,436,782,582.67,103000000,42.48
PSY106 clump 36C 5 01 m-50.csv,5,PSY106 clump 36C 5,Mito 4,Mito,Object,NA,0.547,NA,NA,NA,NA,NA,572.44,1030.92,719.75,330365.16,91.83,NA,NA,NA,NA,NA,39.05,57.17,0.982,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,6,PSY106 clump 36C 5,Mito 5,Mito,Object,NA,0.113,NA,NA,NA,NA,NA,555.24,728.55,628.94,59749.15,30.83,NA,NA,NA,NA,NA,38.98,58.25,0.512,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,8,PSY106 clump 36C 5,Mito 7,Mito,Object,NA,2.84,NA,NA,NA,NA,NA,434.96,1571.85,770.46,1840624.63,150.08,NA,NA,NA,NA,NA,34.35,55.82,2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,12,PSY106 clump 36C 5,Mito 11,Mito,Object,NA,1.61,NA,NA,NA,NA,NA,442.67,1312.43,747.08,1007065.81,170.34,NA,NA,NA,NA,NA,37.27,56.62,2.79,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,13,PSY106 clump 36C 5,Mito 12,Mito,Object,NA,0.529,NA,NA,NA,NA,NA,456.39,1159.64,744.45,330534.66,165.79,NA,NA,NA,NA,NA,37.39,58.96,3.01,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,15,PSY106 clump 36C 5,Mito 14,Mito,Object,NA,0.314,NA,NA,NA,NA,NA,398.69,1263.96,756.98,199842.75,185.61,NA,NA,NA,NA,NA,39.42,57.45,2.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,18,PSY106 clump 36C 5,Mito 17,Mito,Object,NA,1.79,NA,NA,NA,NA,NA,385.23,1157.21,724.99,1091835,156.84,NA,NA,NA,NA,NA,38.77,58.58,2.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-25.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,178.56,253,2195,439.37,65887819,155.94,273.27,1628.93,597.07,89537392,107.27,1e-6,30971.72,474.76,71195640,802.55,NA,NA,NA,5,NA,437,820,590.65,88575122,43.85
PSY106 clump 36C 5 02 m-25.csv,4,PSY106 clump 36C 5,Mito 3,Mito,Object,NA,0.0548,NA,NA,NA,NA,NA,589.84,693.14,633.12,29123.74,24.01,NA,NA,NA,NA,NA,68.82,44.06,0.711,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-25.csv,9,PSY106 clump 36C 5,Mito 8,Mito,Object,NA,0.0572,NA,NA,NA,NA,NA,644.25,858.55,744.43,35732.47,49.3,NA,NA,NA,NA,NA,68.17,44.32,0.969,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-25.csv,13,PSY106 clump 36C 5,Mito 12,Mito,Object,NA,0.617,NA,NA,NA,NA,NA,594.96,1083.44,819.3,424396.25,86.45,NA,NA,NA,NA,NA,67.35,43.16,1.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-25.csv,17,PSY106 clump 36C 5,Mito 16,Mito,Object,NA,1.58,NA,NA,NA,NA,NA,413.02,1518.18,805.71,1065952.38,170.26,NA,NA,NA,NA,NA,67.13,39.07,2.79,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-25.csv,23,PSY106 clump 36C 5,Mito 22,Mito,Object,NA,1.19,NA,NA,NA,NA,NA,480.71,1432.91,788.2,789778.19,168.95,NA,NA,NA,NA,NA,68.42,43.3,3.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-35.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,178.56,253,2195,439.37,65887819,155.94,273.27,1628.93,597.07,89537392,107.27,1e-6,30971.72,474.76,71195640,802.55,NA,NA,NA,4,NA,437,820,590.65,88575122,43.85
PSY106 clump 36C 5 02 m-35.csv,10,PSY106 clump 36C 5,Mito 9,Mito,Object,NA,0.0822,NA,NA,NA,NA,NA,569.31,739.95,635.51,43849.86,32.33,NA,NA,NA,NA,NA,68.81,44.07,0.713,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-35.csv,15,PSY106 clump 36C 5,Mito 14,Mito,Object,NA,0.899,NA,NA,NA,NA,NA,535.16,1083.44,808.15,610151.25,91.51,NA,NA,NA,NA,NA,67.47,43.35,1.48,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-35.csv,18,PSY106 clump 36C 5,Mito 17,Mito,Object,NA,1.84,NA,NA,NA,NA,NA,380.97,1518.18,799.39,1234253.88,170.19,NA,NA,NA,NA,NA,67.12,39.09,2.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-35.csv,24,PSY106 clump 36C 5,Mito 23,Mito,Object,NA,1.35,NA,NA,NA,NA,NA,480.71,1432.91,781.66,888750.31,167.68,NA,NA,NA,NA,NA,68.42,43.3,3.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-50.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,178.56,253,2195,439.37,65887819,155.94,273.27,1628.93,597.07,89537392,107.27,1e-6,30971.72,474.76,71195640,802.55,NA,NA,NA,2,NA,437,820,590.65,88575122,43.85
PSY106 clump 36C 5 02 m-50.csv,11,PSY106 clump 36C 5,Mito 10,Mito,Object,NA,2.35,NA,NA,NA,NA,NA,380.97,1566.33,791.26,1561147.88,170.81,NA,NA,NA,NA,NA,67.11,39.11,2.76,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 02 m-50.csv,17,PSY106 clump 36C 5,Mito 16,Mito,Object,NA,3.29,NA,NA,NA,NA,NA,479.62,1432.91,778.25,2149540,141.03,NA,NA,NA,NA,NA,68.06,43.42,2.58,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,239.8,267,2218,483.91,97453763,167.17,317.51,1793.85,600.03,121000000,104.84,1e-6,31899.87,515.47,104000000,786.29,NA,NA,NA,7,NA,438,808,595.89,120000000,44.68
PSY106 clump 36C 5 03 m-25.csv,2,PSY106 clump 36C 5,Mito 1,Mito,Object,NA,0.0655,NA,NA,NA,NA,NA,628.44,701.98,662.63,36444.66,18.3,NA,NA,NA,NA,NA,57.63,27.86,0.185,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,3,PSY106 clump 36C 5,Mito 2,Mito,Object,NA,0.0274,NA,NA,NA,NA,NA,576.35,655.56,619.79,14255.22,17.42,NA,NA,NA,NA,NA,58.94,28.46,0.287,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,11,PSY106 clump 36C 5,Mito 10,Mito,Object,NA,0.156,NA,NA,NA,NA,NA,649.09,955.26,801.36,104978.7,78.13,NA,NA,NA,NA,NA,57.08,27.1,1.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,12,PSY106 clump 36C 5,Mito 11,Mito,Object,NA,1.37,NA,NA,NA,NA,NA,499.48,1205.31,770.8,884874.56,100.65,NA,NA,NA,NA,NA,54.49,25.67,1.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,14,PSY106 clump 36C 5,Mito 13,Mito,Object,NA,0.249,NA,NA,NA,NA,NA,415.5,1410.93,867.25,181255.11,234.6,NA,NA,NA,NA,NA,55.89,28.77,2.58,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,16,PSY106 clump 36C 5,Mito 15,Mito,Object,NA,1.5,NA,NA,NA,NA,NA,413.79,1451.33,816.71,1029050.88,166.58,NA,NA,NA,NA,NA,59.78,29.01,1.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,21,PSY106 clump 36C 5,Mito 20,Mito,Object,NA,1.58,NA,NA,NA,NA,NA,431.45,1793.85,853.59,1135279.88,201,NA,NA,NA,NA,NA,58.09,30.38,2.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,239.8,267,2218,483.91,97453763,167.17,317.51,1793.85,600.03,121000000,104.84,1e-6,31899.87,515.47,104000000,786.29,NA,NA,NA,7,NA,438,808,595.89,120000000,44.68
PSY106 clump 36C 5 03 m-35.csv,5,PSY106 clump 36C 5,Mito 4,Mito,Object,NA,0.149,NA,NA,NA,NA,NA,568.54,777.09,671.13,83890.92,33.97,NA,NA,NA,NA,NA,57.51,28.09,0.202,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,6,PSY106 clump 36C 5,Mito 5,Mito,Object,NA,0.0548,NA,NA,NA,NA,NA,553.52,663.33,615.81,28327.39,23.09,NA,NA,NA,NA,NA,58.94,28.47,0.293,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,13,PSY106 clump 36C 5,Mito 12,Mito,Object,NA,0.187,NA,NA,NA,NA,NA,639.77,956.71,797.18,125157.2,79.33,NA,NA,NA,NA,NA,57.07,27.1,1.79,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,14,PSY106 clump 36C 5,Mito 13,Mito,Object,NA,1.58,NA,NA,NA,NA,NA,497.28,1219.1,765.84,1017031.25,103.05,NA,NA,NA,NA,NA,54.5,25.67,1.66,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,17,PSY106 clump 36C 5,Mito 16,Mito,Object,NA,0.283,NA,NA,NA,NA,NA,400.39,1410.93,845.81,201303.86,238.14,NA,NA,NA,NA,NA,55.89,28.77,2.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,19,PSY106 clump 36C 5,Mito 18,Mito,Object,NA,1.75,NA,NA,NA,NA,NA,362.62,1451.33,803.46,1181081.75,168.49,NA,NA,NA,NA,NA,59.77,29.01,1.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,22,PSY106 clump 36C 5,Mito 21,Mito,Object,NA,1.83,NA,NA,NA,NA,NA,431.45,1793.85,839.4,1288477.88,202.24,NA,NA,NA,NA,NA,58.08,30.36,2.35,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,239.8,267,2218,483.91,97453763,167.17,317.51,1793.85,600.03,121000000,104.84,1e-6,31899.87,515.47,104000000,786.29,NA,NA,NA,5,NA,438,808,595.89,120000000,44.68
PSY106 clump 36C 5 03 m-50.csv,4,PSY106 clump 36C 5,Mito 3,Mito,Object,NA,2.15,NA,NA,NA,NA,NA,488.77,1235.19,757.81,1368608.13,106.29,NA,NA,NA,NA,NA,54.47,25.67,1.62,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,7,PSY106 clump 36C 5,Mito 6,Mito,Object,NA,0.244,NA,NA,NA,NA,NA,639.77,956.71,794.44,162860.56,76.23,NA,NA,NA,NA,NA,57.07,27.1,1.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,9,PSY106 clump 36C 5,Mito 8,Mito,Object,NA,2.42,NA,NA,NA,NA,NA,360.56,1451.33,767.06,1556370.13,170.93,NA,NA,NA,NA,NA,59.71,28.97,1.7,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,10,PSY106 clump 36C 5,Mito 9,Mito,Object,NA,0.374,NA,NA,NA,NA,NA,400.39,1410.93,828.88,260267.05,242.77,NA,NA,NA,NA,NA,55.89,28.76,2.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,14,PSY106 clump 36C 5,Mito 13,Mito,Object,NA,2.77,NA,NA,NA,NA,NA,429.84,1793.85,794.78,1846282.38,192.52,NA,NA,NA,NA,NA,57.98,30.09,2.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-25.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,148.9,236,1582,427.27,53432535,120.13,316.09,1493.19,585.84,73262544,102.49,1e-6,15477.91,456.9,57137068,578.94,NA,NA,NA,3,NA,434,781,576.66,72114175,41.99
PSY106 clump 36C 5 04 m-25.csv,7,PSY106 clump 36C 5,Mito 6,Mito,Object,NA,0.252,NA,NA,NA,NA,NA,606.48,985.28,758.98,160903.42,87.3,NA,NA,NA,NA,NA,39.44,4.82,1.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-25.csv,8,PSY106 clump 36C 5,Mito 7,Mito,Object,NA,0.244,NA,NA,NA,NA,NA,645.94,1239.33,873.54,179075.73,128.04,NA,NA,NA,NA,NA,39.82,7.37,1.34,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-25.csv,22,PSY106 clump 36C 5,Mito 21,Mito,Object,NA,1.65,NA,NA,NA,NA,NA,414.1,1493.19,810.02,1124301.38,198.72,NA,NA,NA,NA,NA,37.77,6.42,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-35.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,148.9,236,1582,427.27,53432535,120.13,316.09,1493.19,585.84,73262544,102.49,1e-6,15477.91,456.9,57137068,578.94,NA,NA,NA,5,NA,434,781,576.66,72114175,41.99
PSY106 clump 36C 5 04 m-35.csv,2,PSY106 clump 36C 5,Mito 1,Mito,Object,NA,0.025,NA,NA,NA,NA,NA,552.58,626.12,588.4,12356.39,21.57,NA,NA,NA,NA,NA,38.98,5.45,0.186,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-35.csv,3,PSY106 clump 36C 5,Mito 2,Mito,Object,NA,0.025,NA,NA,NA,NA,NA,581.64,658.79,624.58,13116.15,22.03,NA,NA,NA,NA,NA,39.95,5.84,0.157,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-35.csv,4,PSY106 clump 36C 5,Mito 3,Mito,Object,NA,0.0214,NA,NA,NA,NA,NA,598.77,685.43,648.59,11674.61,29.54,NA,NA,NA,NA,NA,39.09,6.23,0.233,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-35.csv,9,PSY106 clump 36C 5,Mito 8,Mito,Object,NA,0.304,NA,NA,NA,NA,NA,560.59,1239.33,848.07,216258.13,136.62,NA,NA,NA,NA,NA,39.84,7.34,1.32,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-35.csv,23,PSY106 clump 36C 5,Mito 22,Mito,Object,NA,2.29,NA,NA,NA,NA,NA,374.64,1493.19,796.66,1535158,184.93,NA,NA,NA,NA,NA,38.03,6.16,2.58,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-50.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,148.9,236,1582,427.27,53432535,120.13,316.09,1493.19,585.84,73262544,102.49,1e-6,15477.91,456.9,57137068,578.94,NA,NA,NA,3,NA,434,781,576.66,72114175,41.99
PSY106 clump 36C 5 04 m-50.csv,2,PSY106 clump 36C 5,Mito 1,Mito,Object,NA,0.193,NA,NA,NA,NA,NA,537.29,801.75,624.78,101214.22,46.89,NA,NA,NA,NA,NA,39.05,5.9,0.254,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-50.csv,3,PSY106 clump 36C 5,Mito 2,Mito,Object,NA,0.461,NA,NA,NA,NA,NA,488.39,1239.33,812.41,314403.97,147.8,NA,NA,NA,NA,NA,39.86,7.27,1.2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 04 m-50.csv,16,PSY106 clump 36C 5,Mito 15,Mito,Object,NA,3.19,NA,NA,NA,NA,NA,374.64,1493.19,777.61,2080895.88,179.53,NA,NA,NA,NA,NA,38.17,6.08,2.42,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,1,PSY106 clump 36C 6,ROIs 1,ROIs,Object,NA,227.94,273,2179,507.44,97143230,150.58,278.85,2465.92,608.59,117000000,126.78,1e-6,29414.37,543.15,104000000,859.42,NA,NA,NA,7,NA,434,847,606.75,116000000,49.13
PSY106 clump 36C 6 01 m-25.csv,3,PSY106 clump 36C 6,Mito 2,Mito,Object,NA,0.439,NA,NA,NA,NA,NA,556.56,1632.84,896.42,330779.94,249.79,NA,NA,NA,NA,NA,19.79,21.84,1.21,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,4,PSY106 clump 36C 6,Mito 3,Mito,Object,NA,0.206,NA,NA,NA,NA,NA,542.46,864.98,699.15,120952.1,67.98,NA,NA,NA,NA,NA,20.8,21.26,0.824,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,6,PSY106 clump 36C 6,Mito 5,Mito,Object,NA,0.0905,NA,NA,NA,NA,NA,654.46,906.01,763.21,58003.76,55.11,NA,NA,NA,NA,NA,21.33,20.55,0.829,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,9,PSY106 clump 36C 6,Mito 8,Mito,Object,NA,0.518,NA,NA,NA,NA,NA,522.12,1132.81,799.83,347926.16,101.99,NA,NA,NA,NA,NA,22.76,18.64,2.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,10,PSY106 clump 36C 6,Mito 9,Mito,Object,NA,1.48,NA,NA,NA,NA,NA,435.98,1437.95,798.8,996104.38,168.78,NA,NA,NA,NA,NA,19.86,19.26,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,16,PSY106 clump 36C 6,Mito 15,Mito,Object,NA,2.16,NA,NA,NA,NA,NA,352.64,1497.2,766.36,1393233.5,210.85,NA,NA,NA,NA,NA,20.36,21.59,3.19,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-25.csv,21,PSY106 clump 36C 6,Mito 20,Mito,Object,NA,1.44,NA,NA,NA,NA,NA,372.3,1267.94,746.69,904991.94,165.57,NA,NA,NA,NA,NA,24.31,17.77,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,1,PSY106 clump 36C 6,ROIs 1,ROIs,Object,NA,227.94,273,2179,507.44,97143230,150.58,278.85,2465.92,608.59,117000000,126.78,1e-6,29414.37,543.15,104000000,859.42,NA,NA,NA,6,NA,434,847,606.75,116000000,49.13
PSY106 clump 36C 6 01 m-35.csv,2,PSY106 clump 36C 6,Mito 1,Mito,Object,NA,0.337,NA,NA,NA,NA,NA,524.93,872.78,698.88,197782.08,70.99,NA,NA,NA,NA,NA,20.79,21.28,0.817,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,4,PSY106 clump 36C 6,Mito 3,Mito,Object,NA,0.12,NA,NA,NA,NA,NA,647.69,907.06,762.28,76989.95,58.58,NA,NA,NA,NA,NA,21.31,20.55,0.838,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,6,PSY106 clump 36C 6,Mito 5,Mito,Object,NA,0.617,NA,NA,NA,NA,NA,474.91,1132.81,792.23,410374.81,103.32,NA,NA,NA,NA,NA,22.77,18.63,2.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,8,PSY106 clump 36C 6,Mito 7,Mito,Object,NA,1.69,NA,NA,NA,NA,NA,435.98,1448.02,786.29,1114957.63,172.33,NA,NA,NA,NA,NA,19.86,19.26,2.88,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,13,PSY106 clump 36C 6,Mito 12,Mito,Object,NA,3.04,NA,NA,NA,NA,NA,352.64,1632.84,780.94,1995289.38,221.06,NA,NA,NA,NA,NA,20.28,21.62,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-35.csv,17,PSY106 clump 36C 6,Mito 16,Mito,Object,NA,1.69,NA,NA,NA,NA,NA,372.3,1267.94,743.69,1057521.88,164.42,NA,NA,NA,NA,NA,24.3,17.77,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-50.csv,1,PSY106 clump 36C 6,ROIs 1,ROIs,Object,NA,227.94,273,2179,507.44,97143230,150.58,278.85,2465.92,608.59,117000000,126.78,1e-6,29414.37,543.15,104000000,859.42,NA,NA,NA,4,NA,434,847,606.75,116000000,49.13
PSY106 clump 36C 6 01 m-50.csv,3,PSY106 clump 36C 6,Mito 2,Mito,Object,NA,0.837,NA,NA,NA,NA,NA,474.91,1132.81,792.58,557183,104.21,NA,NA,NA,NA,NA,22.74,18.62,2.18,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-50.csv,4,PSY106 clump 36C 6,Mito 3,Mito,Object,NA,2.15,NA,NA,NA,NA,NA,393.63,1448.02,771.49,1392538.25,174.36,NA,NA,NA,NA,NA,19.84,19.27,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-50.csv,7,PSY106 clump 36C 6,Mito 6,Mito,Object,NA,4.99,NA,NA,NA,NA,NA,352.64,1632.84,756.34,3166795,198.11,NA,NA,NA,NA,NA,20.4,21.53,2.38,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 6 01 m-50.csv,11,PSY106 clump 36C 6,Mito 10,Mito,Object,NA,2.21,NA,NA,NA,NA,NA,372.3,1267.94,740.44,1376471.75,160.75,NA,NA,NA,NA,NA,24.29,17.76,3.05,NA,1,NA,NA,NA,NA,NA
